id,giscode,siteaddres,landuse,scrcog_lu,yearbuilt,decadebuilt
7737,2422-015-00-0000,414 WINTERGREEN AVE,Single Fam M01,Residential,1958,1950s
7738,2422-016-00-0000,402 WINTERGREEN AVE,Single Fam M01,Residential,1960,1960s
7739,2422-017-00-0000,390 WINTERGREEN AVE,Single Fam M01,Residential,1961,1960s
7740,2422-018-00-0000,378 WINTERGREEN AVE,Single Fam M01,Residential,1961,1960s
7742,2422-020-00-0000,569 WINTERGREEN AVE,Single Fam M01,Residential,1955,1950s
7743,2422-021-00-0000,561 WINTERGREEN AVE,Single Fam M01,Residential,1956,1950s
7744,2422-022-00-0000,551 WINTERGREEN AVE,Single Fam M01,Residential,1956,1950s
7745,2422-022-07-0000,49 BENHAM HILL PL,Single Fam M01,Residential,1993,1990s
7746,2422-022-08-0000,57 BENHAM HILL PL,Single Fam M01,Residential,1998,1990s
7747,2422-022-09-0000,65 BENHAM HILL PL,Single Fam M01,Residential,1995,1990s
7749,2422-023-00-0000,541 WINTERGREEN AVE,Single Fam M01,Residential,1956,1950s
7750,2422-024-00-0000,531 WINTERGREEN AVE,SFR In-Law,Residential,1956,1950s
7751,2422-025-00-0000,469 WINTERGREEN AVE,Single Fam M01,Residential,1956,1950s
7752,2422-026-00-0000,485 WINTERGREEN AVE,Single Fam M01,Residential,1956,1950s
7753,2422-027-00-0000,495 WINTERGREEN AVE,Single Fam M01,Residential,1956,1950s
7754,2422-028-00-0000,575 WINTERGREEN AVE,Single Fam M01,Residential,1848,pre1900s
7755,2422-029-00-0000,415 WINTERGREEN AVE,Single Fam M01,Residential,1972,1970s
7756,2422-030-00-0000,405 WINTERGREEN AVE,Single Fam M01,Residential,1971,1970s
7757,2422-031-00-0000,395 WINTERGREEN AVE,Single Fam M01,Residential,1970,1970s
7758,2422-032-00-0000,435 WINTERGREEN AVE,Single Fam M01,Residential,1950,1950s
7760,2422-037-00-0000,5 MAIN ST,Single Fam M01,Residential,1995,1990s
7761,2422-038-00-0000,15 VALERIE CT,Single Fam M01,Residential,2000,2000s
7762,2422-039-00-0000,25 VALERIE CT,Single Fam M01,Residential,1999,1990s
7763,2422-040-00-0000,33 VALERIE CT,Single Fam M01,Residential,1999,1990s
7764,2422-041-00-0000,34 VALERIE CT,Single Fam M01,Residential,1998,1990s
7765,2422-042-00-0000,24 VALERIE CT,Single Fam M01,Residential,1998,1990s
7766,2422-043-00-0000,12 VALERIE CT,SFR In-Law,Residential,1998,1990s
7767,2422-044-00-0000,49 BUILDING BROOK RD,Single Fam M01,Residential,1985,1980s
7769,2422-046-00-0000,29 BUILDING BROOK RD,Single Fam M01,Residential,1986,1980s
7770,2422-047-00-0000,19 BUILDING BROOK RD,Single Fam M01,Residential,1985,1980s
7771,2422-048-00-0000,59 BUILDING BROOK RD,Single Fam M01,Residential,1958,1950s
7772,2422-049-00-0000,69 BUILDING BROOK RD,Single Fam M01,Residential,1957,1950s
7773,2422-050-00-0000,79 BUILDING BROOK RD,Single Fam M01,Residential,1954,1950s
7774,2422-051-00-0000,89 BUILDING BROOK RD,Single Fam M01,Residential,1954,1950s
7776,2422-053-00-0000,104 MANSUR RD,Single Fam M01,Residential,1850,pre1900s
7777,2422-054-00-0000,175 BUILDING BROOK RD,SFR In-Law,Residential,1986,1980s
7778,2422-055-00-0000,165 BUILDING BROOK RD,Single Fam M01,Residential,1987,1980s
7779,2422-056-00-0000,325 MAIN ST,Single Fam M01,Residential,1961,1960s
7780,2422-057-00-0000,315 MAIN ST,Single Fam M01,Residential,1965,1960s
7781,2422-058-00-0000,100 MANSUR RD,Single Fam M01,Residential,1990,1990s
7782,2422-059-00-0000,110 MANSUR RD,Single Fam M01,Residential,1958,1950s
7783,2422-060-00-0000,211 MAIN ST,Single Fam M01,Residential,1998,1990s
7784,2422-061-00-0000,68 CASSELLA DR,Single Fam M01,Residential,1962,1960s
7785,2422-062-00-0000,195 MAIN ST,Single Fam M01,Residential,1961,1960s
7786,2422-063-00-0000,56 CASSELLA DR,Single Fam M01,Residential,1973,1970s
7787,2422-064-00-0000,40 CASSELLA DR,Single Fam M01,Residential,1960,1960s
7788,2422-065-00-0000,81 CASSELLA DR,Single Fam M01,Residential,1962,1960s
7789,2422-066-00-0000,65 CASSELLA DR,Single Fam M01,Residential,1962,1960s
7790,2422-067-00-0000,53 CASSELLA DR,Single Fam M01,Residential,1958,1950s
7791,2422-068-00-0000,41 CASSELLA DR,Single Fam M01,Residential,2002,2000s
7792,2422-069-00-0000,305 MAIN ST,Single Fam M01,Residential,1965,1960s
7793,2422-070-00-0000,301 MAIN ST,Single Fam M01,Residential,1965,1960s
7794,2422-071-00-0000,285 MAIN ST,Single Fam M01,Residential,1969,1960s
7795,2422-072-00-0000,269 MAIN ST,Single Fam M01,Residential,1963,1960s
7796,2422-073-00-0000,245 MAIN ST,Single Fam M01,Residential,1968,1960s
7797,2422-074-00-0000,119 MANSUR RD,Single Fam M01,Residential,1960,1960s
7798,2422-075-00-0000,105 MANSUR RD,Single Fam M01,Residential,1850,pre1900s
7799,2422-076-00-0000,85 MANSUR RD,Single Fam M01,Residential,1805,pre1900s
7800,2422-077-00-0000,35 MANSUR RD,Single Fam,Residential,1935,1930s
7801,2422-078-00-0000,7 MANSUR RD,Single Fam M01,Residential,1975,1970s
7802,2422-079-00-0000,150 BUILDING BROOK RD,Single Fam M01,Residential,1987,1980s
7803,2422-080-00-0000,44 MANSUR RD,Single Fam M01,Residential,1948,1940s
7804,2422-081-00-0000,28 MANSUR RD,Single Fam M01,Residential,1984,1980s
7805,2422-081-01-0000,54 MANSUR RD,Single Fam M01,Residential,2003,2000s
7806,2422-081-02-0000,60 BUILDING BROOK RD,Single Fam M01,Residential,2002,2000s
7807,2422-081-03-0000,50 BUILDING BROOK RD,Single Fam M01,Residential,1994,1990s
7808,2422-082-00-0000,5 BRINSMADE RD,Single Fam M01,Residential,1953,1950s
7809,2422-083-00-0000,145 BUILDING BROOK RD,Single Fam M01,Residential,1984,1980s
7812,2422-084-00-0000,105 BUILDING BROOK RD,Single Fam M01,Residential,1987,1980s
7813,2422-085-00-0000,29 MANSUR RD,Single Fam M01,Residential,1988,1980s
7814,2422-086-00-0000,96 MANSUR RD,Single Fam M01,Residential,1989,1980s
7815,2422-087-00-0000,86 MANSUR RD,Single Fam M01,Residential,1988,1980s
7816,2422-088-00-0000,25 CASSELLA DR,Single Fam M01,Residential,1964,1960s
7818,2423-001-00-0000,320 DUNBAR HILL RD,Single Fam M01,Residential,1945,1940s
7819,2423-002-00-0000,300 DUNBAR HILL RD,Single Fam M01,Residential,1948,1940s
7820,2423-003-00-0000,60 GORHAM DR,Single Fam M01,Residential,1951,1950s
7821,2423-004-00-0000,75 BRINSMADE RD,Single Fam M01,Residential,1952,1950s
7822,2423-005-00-0000,55 BRINSMADE RD,Single Fam M01,Residential,1975,1970s
7823,2423-006-00-0000,45 BRINSMADE RD,Single Fam M01,Residential,1952,1950s
7824,2423-007-00-0000,25 BRINSMADE RD,Single Fam M01,Residential,1952,1950s
7825,2423-008-00-0000,56 DUNBAR LA,Single Fam M01,Residential,1999,1990s
7826,2423-008-01-0000,1 DUNBAR LA,Single Fam M01,Residential,1996,1990s
7827,2423-008-02-0000,2 DUNBAR LA,Single Fam M01,Residential,1997,1990s
7828,2423-008-03-0000,11 DUNBAR LA,Single Fam M01,Residential,1992,1990s
7829,2423-008-04-0000,16 DUNBAR LA,Single Fam M01,Residential,1997,1990s
7830,2423-008-05-0000,17 DUNBAR LA,Single Fam M01,Residential,1996,1990s
7831,2423-008-06-0000,27 DUNBAR LA,Single Fam M01,Residential,1995,1990s
7832,2423-008-07-0000,36 DUNBAR LA,Single Fam M01,Residential,1998,1990s
7833,2423-008-08-0000,37 DUNBAR LA,Single Fam M01,Residential,1994,1990s
7834,2423-008-09-0000,46 DUNBAR LA,Single Fam M01,Residential,2002,2000s
7835,2423-008-10-0000,47 DUNBAR LA,Single Fam M01,Residential,1996,1990s
7836,2423-008-12-0000,57 DUNBAR LA,Single Fam M01,Residential,1996,1990s
7837,2423-008-13-0000,66 DUNBAR LA,Single Fam M01,Residential,1992,1990s
7838,2423-008-14-0000,67 DUNBAR LA,Single Fam M01,Residential,1992,1990s
7839,2423-008-15-0000,76 DUNBAR LA,Single Fam M01,Residential,1992,1990s
7840,2423-008-16-0000,77 DUNBAR LA,Single Fam M01,Residential,1991,1990s
7841,2423-008-17-0000,86 DUNBAR LA,Single Fam M01,Residential,1998,1990s
7842,2423-008-18-0000,87 DUNBAR LA,Single Fam M01,Residential,1991,1990s
7843,2423-008-19-0000,96 DUNBAR LA,Single Fam M01,Residential,1996,1990s
7844,2423-008-20-0000,97 DUNBAR LA,Single Fam M01,Residential,1998,1990s
7845,2423-008-21-0000,107 DUNBAR LA,Single Fam M01,Residential,1997,1990s
7846,2423-008-22-0000,116 DUNBAR LA,SFR In-Law,Residential,1991,1990s
7847,2423-008-23-0000,117 DUNBAR LA,Single Fam M01,Residential,1999,1990s
7848,2423-008-24-0000,127 DUNBAR LA,Single Fam M01,Residential,1992,1990s
7849,2423-008-25-0000,137 DUNBAR LA,Single Fam M01,Residential,1997,1990s
7850,2423-008-26-0000,147 DUNBAR LA,Single Fam M01,Residential,1993,1990s
7851,2423-008-27-0000,157 DUNBAR LA,Single Fam M01,Residential,1997,1990s
7852,2423-009-00-0000,325 DUNBAR HILL RD,Single Fam M01,Residential,1952,1950s
7853,2423-010-00-0000,624 GILBERT AVE,Single Fam M01,Residential,1957,1950s
7854,2423-011-00-0000,614 GILBERT AVE,Single Fam M01,Residential,1956,1950s
7855,2423-012-00-0000,604 GILBERT AVE,Single Fam M01,Residential,1955,1950s
7856,2423-013-00-0000,594 GILBERT AVE,Single Fam M01,Residential,1957,1950s
7857,2423-014-00-0000,584 GILBERT AVE,Single Fam M01,Residential,1957,1950s
7858,2423-015-00-0000,570 GILBERT AVE,Single Fam M01,Residential,1939,1930s
7859,2423-016-00-0000,315 DUNBAR HILL RD,Single Fam M01,Residential,1952,1950s
7860,2423-017-00-0000,305 DUNBAR HILL RD,Single Fam M01,Residential,1958,1950s
7861,2423-018-00-0000,297 DUNBAR HILL RD,Single Fam M01,Residential,1946,1940s
7862,2423-019-00-0000,285 DUNBAR HILL RD,Single Fam M01,Residential,1956,1950s
7863,2423-020-00-0000,275 DUNBAR HILL RD,Single Fam M01,Residential,1956,1950s
7864,2423-021-00-0000,265 DUNBAR HILL RD,Single Fam M01,Residential,1957,1950s
7865,2423-022-00-0000,255 DUNBAR HILL RD,Single Fam M01,Residential,1980,1980s
7868,2423-025-00-0000,560 GILBERT AVE,Single Fam M01,Residential,1946,1940s
7869,2423-026-00-0000,550 GILBERT AVE,Single Fam M01,Residential,1950,1950s
7871,2423-029-00-0000,476 GILBERT AVE,Single Fam M01,Residential,1943,1940s
7873,2423-031-00-0000,498 GILBERT AVE,Single Fam M01,Residential,1979,1970s
7875,2423-033-00-0000,540 GILBERT AVE,Single Fam M01,Residential,1950,1950s
7876,2423-034-00-0000,516 GILBERT AVE,Single Fam M01,Residential,1941,1940s
7877,2423-035-00-0000,35 DUNBAR HILL RD,Single Fam M01,Residential,1923,1920s
7878,2423-035-01-0000,45 DUNBAR HILL RD,Single Fam M01,Residential,1991,1990s
7881,2423-039-00-0000,104 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1964,1960s
7882,2423-040-00-0000,94 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1960,1960s
7883,2423-041-00-0000,82 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1964,1960s
7885,2423-043-00-0000,60 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1973,1970s
7886,2423-044-00-0000,50 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1965,1960s
7887,2423-045-00-0000,38 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1971,1970s
7888,2423-046-00-0000,26 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1965,1960s
7889,2423-047-00-0000,31 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1970,1970s
7890,2423-048-00-0000,49 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1964,1960s
7891,2423-049-00-0000,61 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1960,1960s
7892,2423-050-00-0000,73 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1964,1960s
7893,2423-051-00-0000,83 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1966,1960s
7894,2423-052-00-0000,93 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1960,1960s
7895,2423-053-00-0000,103 ORCHARD HEIGHTS DR,Single Fam M01,Residential,1960,1960s
7896,2423-054-00-0000,126 HODDER RD,Single Fam M01,Residential,1962,1960s
7897,2423-055-00-0000,116 HODDER RD,Single Fam M01,Residential,1962,1960s
7898,2423-056-00-0000,106 HODDER RD,Two Family M01,Residential,1962,1960s
7899,2423-057-00-0000,80 HODDER RD,Single Fam M01,Residential,1964,1960s
7900,2423-058-00-0000,70 HODDER RD,Single Fam M01,Residential,1964,1960s
7901,2423-059-00-0000,60 HODDER RD,Single Fam M01,Residential,1964,1960s
7902,2423-060-00-0000,50 HODDER RD,Single Fam M01,Residential,1964,1960s
7903,2423-061-00-0000,40 HODDER RD,Single Fam M01,Residential,1964,1960s
7904,2423-062-00-0000,55 HODDER RD,Single Fam M01,Residential,1964,1960s
7905,2423-063-00-0000,65 HODDER RD,Single Fam M01,Residential,1964,1960s
7906,2423-064-00-0000,75 HODDER RD,Single Fam M01,Residential,1964,1960s
7907,2423-065-00-0000,85 HODDER RD,Single Fam M01,Residential,1961,1960s
7908,2423-066-00-0000,100 NEWCASTLE DR,Single Fam M01,Residential,1962,1960s
7909,2423-067-00-0000,88 NEWCASTLE DR,Single Fam M01,Residential,1962,1960s
7910,2423-068-00-0000,80 NEWCASTLE DR,Single Fam M01,Residential,1962,1960s
7911,2423-069-00-0000,70 NEWCASTLE DR,Single Fam M01,Residential,1962,1960s
7912,2423-070-00-0000,58 NEWCASTLE DR,Single Fam M01,Residential,1961,1960s
7913,2423-071-00-0000,107 NEWCASTLE DR,Single Fam M01,Residential,1960,1960s
7914,2423-072-00-0000,75 NEWCASTLE DR,Single Fam M01,Residential,1961,1960s
7915,2423-073-00-0000,63 NEWCASTLE DR,Single Fam M01,Residential,1961,1960s
7916,2423-074-00-0000,91 NEWCASTLE DR,Single Fam M01,Residential,1962,1960s
7917,2423-075-00-0000,12 COUNTRY HILLS RD,Single Fam M01,Residential,1970,1970s
7918,2423-076-00-0000,320 WINTERGREEN AVE,Single Fam M01,Residential,1976,1970s
7919,2423-077-00-0000,306 WINTERGREEN AVE,Single Fam M01,Residential,1974,1970s
7920,2423-078-00-0000,30 COUNTRY HILLS RD,Single Fam M01,Residential,1975,1970s
7921,2423-079-00-0000,29 COUNTRY HILLS RD,Single Fam M01,Residential,1976,1970s
7922,2423-080-00-0000,19 COUNTRY HILLS RD,Single Fam M01,Residential,1976,1970s
7923,2423-081-00-0000,7 COUNTRY HILLS RD,Single Fam M01,Residential,1972,1970s
7924,2423-082-00-0000,385 WINTERGREEN AVE,Single Fam M01,Residential,1971,1970s
7925,2423-083-00-0000,375 WINTERGREEN AVE,Single Fam M01,Residential,1973,1970s
7927,2423-085-00-0000,355 WINTERGREEN AVE,Single Fam M01,Residential,1988,1980s
7928,2423-086-00-0000,345 WINTERGREEN AVE,Single Fam M01,Residential,1765,pre1900s
7929,2423-087-00-0000,333 WINTERGREEN AVE,Single Fam M01,Residential,1970,1970s
7930,2423-088-00-0000,321 WINTERGREEN AVE,Single Fam M01,Residential,1971,1970s
7931,2423-089-00-0000,315 WINTERGREEN AVE,Single Fam M01,Residential,1972,1970s
7932,2423-090-00-0000,295 WINTERGREEN AVE,Single Fam M01,Residential,1976,1970s
7933,2424-001-00-0000,621 GILBERT AVE,Single Fam M01,Residential,1951,1950s
7934,2424-002-00-0000,611 GILBERT AVE,Single Fam M01,Residential,1950,1950s
7935,2424-003-00-0000,601 GILBERT AVE,Single Fam M01,Residential,1958,1950s
7936,2424-004-00-0000,591 GILBERT AVE,Single Fam M01,Residential,1952,1950s
7937,2424-005-00-0000,581 GILBERT AVE,Single Fam M01,Residential,1952,1950s
7938,2424-006-00-0000,571 GILBERT AVE,Single Fam M01,Residential,1951,1950s
7939,2424-007-00-0000,561 GILBERT AVE,Single Fam M01,Residential,1951,1950s
7940,2424-008-00-0000,549 GILBERT AVE,Single Fam M01,Residential,1950,1950s
7941,2424-009-00-0000,170 SANDQUIST CR,Single Fam M01,Residential,1965,1960s
7942,2424-010-00-0000,172 SANDQUIST CR,Single Fam M01,Residential,1963,1960s
7943,2424-011-00-0000,180 SANDQUIST CR,Single Fam M01,Residential,1960,1960s
7944,2424-012-00-0000,188 SANDQUIST CR,Single Fam M01,Residential,1960,1960s
7945,2424-013-00-0000,107 INGLESIDE DR,Single Fam M01,Residential,1960,1960s
7946,2424-014-00-0000,99 INGLESIDE DR,Single Fam M01,Residential,1959,1950s
7947,2424-015-00-0000,91 INGLESIDE DR,Single Fam M01,Residential,1960,1960s
7948,2424-016-00-0000,85 INGLESIDE DR,Single Fam M01,Residential,1960,1960s
7949,2424-017-00-0000,77 INGLESIDE DR,Single Fam M01,Residential,1960,1960s
7950,2424-018-00-0000,69 INGLESIDE DR,Single Fam M01,Residential,1960,1960s
7951,2424-019-00-0000,61 INGLESIDE DR,Single Fam M01,Residential,1961,1960s
7952,2424-020-00-0000,55 INGLESIDE DR,Single Fam M01,Residential,1960,1960s
7953,2424-021-00-0000,49 INGLESIDE DR,Single Fam M01,Residential,1958,1950s
7954,2424-022-00-0000,431 GILBERT AVE,SFR In-Law,Residential,1952,1950s
7955,2424-023-00-0000,441 GILBERT AVE,Single Fam M01,Residential,1954,1950s
7956,2424-024-00-0000,465 GILBERT AVE,Single Fam M01,Residential,1953,1950s
7957,2424-025-00-0000,481 GILBERT AVE,Single Fam M01,Residential,1952,1950s
7958,2424-026-00-0000,495 GILBERT AVE,Single Fam M01,Residential,1980,1980s
7959,2424-027-00-0000,489 GILBERT AVE,Single Fam M01,Residential,1979,1970s
7960,2424-028-00-0000,505 GILBERT AVE,Single Fam M01,Residential,1954,1950s
7961,2424-029-00-0000,515 GILBERT AVE,Single Fam M01,Residential,1955,1950s
7962,2424-030-00-0000,525 GILBERT AVE,Single Fam M01,Residential,1957,1950s
7963,2424-031-00-0000,535 GILBERT AVE,Single Fam M01,Residential,1942,1940s
7964,2424-032-00-0000,560 BENHAM ST,Single Fam M01,Residential,1956,1950s
7965,2424-033-00-0000,546 BENHAM ST,Single Fam M01,Residential,1958,1950s
7966,2424-034-00-0000,530 BENHAM ST,Single Fam M01,Residential,1958,1950s
7967,2424-035-00-0000,520 BENHAM ST,Single Fam M01,Residential,1951,1950s
7968,2424-036-00-0000,350 LANE ST,Single Fam M01,Residential,1960,1960s
7969,2424-037-00-0000,344 LANE ST,Two Family M01,Residential,1927,1920s
7970,2424-038-00-0000,330 LANE ST,Single Fam M01,Residential,1930,1930s
7971,2424-039-00-0000,322 LANE ST,Single Fam M01,Residential,1990,1990s
7972,2424-040-00-0000,314 LANE ST,Single Fam M01,Residential,1990,1990s
7973,2424-041-00-0000,306 LANE ST,Single Fam M01,Residential,1966,1960s
7974,2424-042-00-0000,5 HEARN LA,Single Fam M01,Residential,1960,1960s
7975,2424-043-00-0000,15 HEARN LA,Single Fam M01,Residential,1956,1950s
7976,2424-044-00-0000,25 HEARN LA,Single Fam M01,Residential,1958,1950s
7977,2424-045-00-0000,33 HEARN LA,Single Fam M01,Residential,1957,1950s
7978,2424-046-00-0000,41 HEARN LA,Single Fam M01,Residential,1957,1950s
7979,2424-047-00-0000,51 HEARN LA,Single Fam M01,Residential,1958,1950s
7980,2424-048-00-0000,61 HEARN LA,Single Fam M01,Residential,1958,1950s
7981,2424-049-00-0000,71 HEARN LA,Single Fam M01,Residential,1960,1960s
7982,2424-050-00-0000,83 HEARN LA,Single Fam M01,Residential,1960,1960s
7983,2424-051-00-0000,93 HEARN LA,Single Fam M01,Residential,1960,1960s
7984,2424-052-00-0000,105 HEARN LA,Single Fam M01,Residential,1954,1950s
7985,2424-053-00-0000,115 HEARN LA,Single Fam M01,Residential,1956,1950s
7986,2424-054-00-0000,150 HEARN LA,Single Fam M01,Residential,1960,1960s
7987,2424-055-00-0000,140 HEARN LA,Single Fam M01,Residential,1958,1950s
7988,2424-056-00-0000,130 HEARN LA,Single Fam M01,Residential,1960,1960s
7989,2424-057-00-0000,120 HEARN LA,Single Fam M01,Residential,1960,1960s
7990,2424-058-00-0000,110 HEARN LA,Single Fam M01,Residential,1959,1950s
7991,2424-059-00-0000,100 HEARN LA,Single Fam M01,Residential,1958,1950s
7992,2424-060-00-0000,88 HEARN LA,Single Fam M01,Residential,1960,1960s
7993,2424-061-00-0000,78 HEARN LA,Single Fam M01,Residential,1958,1950s
7994,2424-062-00-0000,68 HEARN LA,Single Fam M01,Residential,1958,1950s
7995,2424-063-00-0000,58 HEARN LA,Single Fam M01,Residential,1958,1950s
7996,2424-064-00-0000,30 HEARN LA,Single Fam M01,Residential,1958,1950s
7997,2424-065-00-0000,7 WALTER LA,Single Fam M01,Residential,1957,1950s
7998,2424-066-00-0000,19 WALTER LA,Single Fam M01,Residential,1958,1950s
7999,2424-067-00-0000,29 WALTER LA,Single Fam M01,Residential,1958,1950s
8000,2424-068-00-0000,39 WALTER LA,Single Fam M01,Residential,1957,1950s
8001,2424-069-00-0000,49 WALTER LA,Single Fam M01,Residential,1957,1950s
8002,2424-070-00-0000,61 WALTER LA,Single Fam M01,Residential,1957,1950s
8003,2424-071-00-0000,71 WALTER LA,Single Fam M01,Residential,1957,1950s
8004,2424-072-00-0000,81 WALTER LA,Single Fam M01,Residential,1960,1960s
8005,2424-073-00-0000,91 WALTER LA,Single Fam M01,Residential,1957,1950s
8006,2424-074-00-0000,103 WALTER LA,Single Fam M01,Residential,1957,1950s
8007,2424-075-00-0000,113 WALTER LA,Single Fam M01,Residential,1959,1950s
8008,2424-076-00-0000,125 WALTER LA,Single Fam M01,Residential,1958,1950s
8009,2424-077-00-0000,215 SANDQUIST CR,Single Fam M01,Residential,1955,1950s
8010,2424-078-00-0000,225 SANDQUIST CR,Single Fam M01,Residential,1959,1950s
8011,2424-079-00-0000,226 SANDQUIST CR,Single Fam M01,Residential,1959,1950s
8012,2424-080-00-0000,218 SANDQUIST CR,Single Fam M01,Residential,1959,1950s
8013,2424-081-00-0000,208 SANDQUIST CR,Single Fam M01,Residential,1962,1960s
8014,2424-082-00-0000,198 SANDQUIST CR,Single Fam M01,Residential,1959,1950s
8015,2424-083-00-0000,124 WALTER LA,Single Fam M01,Residential,1958,1950s
8016,2424-084-00-0000,114 WALTER LA,Single Fam M01,Residential,1958,1950s
8017,2424-085-00-0000,104 WALTER LA,Single Fam M01,Residential,1959,1950s
8018,2424-086-00-0000,92 WALTER LA,Single Fam M01,Residential,1958,1950s
8019,2424-087-00-0000,82 WALTER LA,Single Fam M01,Residential,1958,1950s
